text,label
Espero que esteja feliz,0
Problema de performance no staging,1
Foi um prazer colaborar,0
Reunião sobre arquitetura às 10h,1
Desejo um ótimo semana!,0
Preciso de suporte para backup,1
Até mais tarde!,0
Desejo tudo de ótimo para você,0
Fico feliz em conhecê-lo,0
Que alegria receber sua mensagem!,0
Bug reportado pelo cliente: inconsistência,1
O API apresentou falha crítica,1
Fico feliz em trabalhar juntos,0
Tenha um boa sorte!,0
Monitoramento detectou conexões ociosas,1
Abraços e bons votos!,0
Erro 502 acontecendo,1
Ticket #11111 precisa ser priorizado,1
Bug reportado pelo cliente: lentidão,1
Bug reportado pelo cliente: erro,1
Preciso de suporte para restore,1
Atualização necessária no dashboard,1
Solicito servidor para resolver inconsistência,1
Obrigado pela orientação,0
Espero que esteja ótimo,0
Agradeço pela gentileza,0
Problema de performance no desenvolvimento,1
Bom dia! Como você está?,0
Status do projeto refatoração?,1
Foi um prazer conhecê-lo,0
Até logo!,0
Atualização necessária no dashboard,1
Reunião sobre performance às 10h,1
Atualização necessária no dashboard,1
Pensando em sua saúde,0
Pensando em sua saúde,0
Até logo!,0
Que felicidade receber sua mensagem!,0
Pensando em sua família,0
Bug reportado pelo cliente: inconsistência,1
Solicito banco de dados para resolver bug,1
Fico feliz em poder ajudar,0
Espero que esteja descansado,0
Parabéns pelo promoção!,0
Estou com inconsistência no sistema database,1
Bug reportado pelo cliente: bug,1
Acesso negado ao servidor,1
Fico feliz em saber disso,0
Lembranças de nossa conversa,0
Agradeço pela paciência,0
Abraços e felicidade!,0
O database apresentou falha crítica,1
Preciso de suporte para configuração,1
Necessário rollback da versão latest,1
Que felicidade receber sua mensagem!,0
Bug reportado pelo cliente: falha,1
Reunião sobre planejamento às 9h,1
Lembranças de a reunião,0
Necessário rollback da versão latest,1
Abraços e bons votos!,0
Que alegria pela conquista!,0
Que felicidade receber sua mensagem!,0
Desejo tudo de ótimo para você,0
Estou com problema crítico no sistema mobile,1
Fico feliz em conhecê-lo,0
Erro 404 acontecendo,1
Erro connection_refused acontecendo,1
Erro timeout acontecendo,1
Ticket #22222 precisa ser priorizado,1
O pagamento apresentou falha crítica,1
Acesso negado ao banco de dados,1
Que bom saber que melhorou!,0
Desejo um ótimo feriado!,0
Prazo para documentação é sexta-feira,1
Configuração de Docker não está funcionando,1
Problema de performance no produção,1
Boa tarde! Como você está?,0
Abraços e muito carinho!,0
Problema de performance no staging,1
Atualização necessária no pagamento,1
Necessário rollback da versão v1.2.3,1
Reunião sobre daily às 9h,1
Bom dia! Como você está?,0
Tenha um ótima semana!,0
Foi um prazer trabalhar juntos,0
Solicito API para resolver problema crítico,1
Foi um prazer participar,0
Espero que corra tudo bem,0
Solicito servidor para resolver timeout,1
Status do projeto novo sistema?,1
Foi um prazer trabalhar juntos,0
Até logo!,0
Estou com erro no sistema servidor,1
Reunião sobre arquitetura às 9h,1
Acesso negado ao servidor,1
Até logo!,0
Reunião sobre planejamento às 9h,1
Foi um prazer conhecê-lo,0
Muito obrigado por colaborar!,0
Foi um prazer trabalhar juntos,0
Estou com bug no sistema API,1
Que alegria pela conquista!,0
Foi um prazer trabalhar juntos,0
Abraços e paz!,0
Status do projeto atualização?,1
Parabéns pelo formatura!,0
Acesso negado ao backend,1
Status do projeto refatoração?,1
Backup do aplicação falhou,1
Bug reportado pelo cliente: inconsistência,1
Estou com timeout no sistema database,1
Ticket #22222 precisa ser priorizado,1
Espero que esteja descansado,0
Problema de performance no homologação,1
Olá! Como você está?,0
Pensando em você,0
Tenha um bom final de semana!,0
Prazo para homologação é fim do sprint,1
Que alegria receber sua mensagem!,0
Espero que esteja tranquilo,0
Até em breve!,0
Que bom saber que melhorou!,0
Espero que esteja ótimo,0
Problema de performance no desenvolvimento,1
Espero que esteja tranquilo,0
Configuração de PostgreSQL não está funcionando,1
Estou com crash no sistema mobile,1
Backup do servidor falhou,1
O backend apresentou falha crítica,1
Configuração de Docker não está funcionando,1
Ticket #12345 precisa ser priorizado,1
Pensando em sua saúde,0
Backup do API falhou,1
Abraços e felicidade!,0
Agradeço pela paciência,0
Pensando em sua saúde,0
Acesso negado ao banco de dados,1
Abraços e felicidade!,0
Configuração de Docker não está funcionando,1
Prazo para deploy é amanhã,1
Atualização necessária no relatórios,1
Parabéns pela conquista!,0
Desculpe pelo demora,0
Parabéns pelo promoção!,0
Ticket #22222 precisa ser priorizado,1
Ticket #67890 precisa ser priorizado,1
Preciso de suporte para restore,1
Prazo para deploy é amanhã,1
Desejo um ótimo férias!,0
Falha na integração com serviço de email,1
Espero que melhore logo,0
Desejo um ótimo mês!,0
